,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
log_lik[4169],-2.59027,0.00021894,0.0109626,0.0110629,-2.60823,-2.59033,-2.57226,2551.68,3013.66,4.74175,1.00027
log_lik[4170],-1.41751,0.000117554,0.00596967,0.00604968,-1.42745,-1.41743,-1.40786,2635.11,2943.09,4.89678,1.00023
log_lik[4171],-0.76677,0.00014414,0.00794653,0.00790654,-0.779743,-0.766818,-0.753614,3073.77,3357.18,5.71194,1.00039
log_lik[4172],-0.819284,0.000158154,0.00794248,0.00777917,-0.832597,-0.819324,-0.806286,2556.12,2775.43,4.75,1.00114
log_lik[4173],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[4174],-1.11173,0.00015234,0.00755216,0.00748098,-1.12448,-1.11176,-1.09936,2493.35,2743.84,4.63335,1.00106
log_lik[4175],-2.68191,8.45723e-05,0.00427656,0.00432541,-2.68909,-2.68179,-2.67507,2619.95,2989.05,4.86862,1.00024
log_lik[4176],-1.03815,0.000154155,0.00765916,0.0075391,-1.05104,-1.03818,-1.02561,2503.57,2754.0,4.65235,1.00119
log_lik[4177],-0.819284,0.000158154,0.00794248,0.00777917,-0.832597,-0.819324,-0.806286,2556.12,2775.43,4.75,1.00114
log_lik[4178],-0.819284,0.000158154,0.00794248,0.00777917,-0.832597,-0.819324,-0.806286,2556.12,2775.43,4.75,1.00114
log_lik[4179],-0.747252,0.000158803,0.00802001,0.00784542,-0.760653,-0.747274,-0.734076,2587.48,2926.38,4.80826,1.0012
log_lik[4180],-1.33359,0.000146015,0.00720728,0.0071365,-1.3458,-1.33361,-1.32179,2472.36,2743.33,4.59435,1.00107
log_lik[4181],-1.18553,0.000150357,0.00744065,0.00736719,-1.19812,-1.18555,-1.17333,2484.16,2743.66,4.61628,1.00107
log_lik[4182],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[4183],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[4184],-1.34347,0.00011924,0.006063,0.00615405,-1.35353,-1.34339,-1.33368,2642.34,2943.02,4.91021,1.00022
log_lik[4185],-1.33359,0.000146015,0.00720728,0.0071365,-1.3458,-1.33361,-1.32179,2472.36,2743.33,4.59435,1.00107
log_lik[4186],-1.55906,0.000236569,0.0116286,0.0115157,-1.57832,-1.55887,-1.53957,2449.23,2733.43,4.55137,1.00108
log_lik[4187],-3.05427,7.45087e-05,0.00376965,0.00382266,-3.06064,-3.05416,-3.04828,2624.97,2989.05,4.87793,1.00023
log_lik[4188],-1.18553,0.000150357,0.00744065,0.00736719,-1.19812,-1.18555,-1.17333,2484.16,2743.66,4.61628,1.00107
log_lik[4189],-1.11173,0.00015234,0.00755216,0.00748098,-1.12448,-1.11176,-1.09936,2493.35,2743.84,4.63335,1.00106
log_lik[4190],-1.48336,0.000233045,0.0114734,0.0113618,-1.50235,-1.48318,-1.46415,2457.12,2733.43,4.56602,1.00108
log_lik[4191],-3.72458,5.63794e-05,0.0028573,0.00289885,-3.72945,-3.72446,-3.7201,2645.45,2943.09,4.91599,1.00022
log_lik[4192],-1.03815,0.000154155,0.00765916,0.0075391,-1.05104,-1.03818,-1.02561,2503.57,2754.0,4.65235,1.00119
log_lik[4193],-1.41751,0.000117554,0.00596967,0.00604968,-1.42745,-1.41743,-1.40786,2635.11,2943.09,4.89678,1.00023
log_lik[4194],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[4195],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[4196],-2.81381,0.000225076,0.0112695,0.0113789,-2.83227,-2.81386,-2.7953,2551.31,3013.66,4.74105,1.00027
log_lik[4197],-2.38405,9.25972e-05,0.0046815,0.00473839,-2.39189,-2.38393,-2.37653,2616.92,2989.05,4.86299,1.00024
log_lik[4198],-1.02128,0.000205654,0.0103794,0.010142,-1.03842,-1.0212,-1.00409,2584.03,2838.09,4.80186,1.00131
log_lik[4199],-1.70536,0.000133873,0.00658797,0.00649534,-1.71652,-1.70535,-1.69467,2457.03,2733.43,4.56585,1.00108
log_lik[4200],-2.66479,0.000220991,0.011065,0.0111683,-2.68292,-2.66485,-2.64662,2551.53,3013.66,4.74147,1.00027
log_lik[4201],-2.60744,8.65818e-05,0.00437787,0.00442875,-2.61479,-2.60732,-2.60043,2619.34,2989.05,4.86748,1.00024
log_lik[4202],-0.942065,0.00019936,0.0101569,0.00988817,-0.958812,-0.941942,-0.925196,2634.61,2891.59,4.89585,1.00145
log_lik[4203],-1.34347,0.00011924,0.006063,0.00615405,-1.35353,-1.34339,-1.33368,2642.34,2943.02,4.91021,1.00022
log_lik[4204],-0.605407,0.000158574,0.00814095,0.0079253,-0.618989,-0.605439,-0.592068,2675.65,2994.47,4.97212,1.00159
log_lik[4205],-0.891848,0.000157117,0.00785555,0.00776005,-0.905025,-0.891883,-0.87899,2534.97,2734.8,4.7107,1.00117
log_lik[4206],-1.33359,0.000146015,0.00720728,0.0071365,-1.3458,-1.33361,-1.32179,2472.36,2743.33,4.59435,1.00107
log_lik[4207],-0.530791,0.00015505,0.00893557,0.00880274,-0.545932,-0.530649,-0.516137,3360.67,3464.99,6.24508,1.00155
log_lik[4208],-1.25449,0.00022106,0.0109695,0.010801,-1.27262,-1.25437,-1.23621,2497.53,2773.94,4.64112,1.00113
log_lik[4209],-1.02128,0.000205654,0.0103794,0.010142,-1.03842,-1.0212,-1.00409,2584.03,2838.09,4.80186,1.00131
log_lik[4210],-0.747252,0.000158803,0.00802001,0.00784542,-0.760653,-0.747274,-0.734076,2587.48,2926.38,4.80826,1.0012
log_lik[4211],-2.36665,0.000212735,0.0106537,0.0107607,-2.38409,-2.36672,-2.34914,2552.34,3013.66,4.74298,1.00027
log_lik[4212],-1.64008,0.000112153,0.00568131,0.00576642,-1.64955,-1.63998,-1.63092,2622.71,2989.05,4.87374,1.00023
log_lik[4213],-1.63456,0.000239929,0.0117792,0.0116603,-1.65409,-1.63437,-1.6148,2443.29,2733.54,4.54032,1.00109
log_lik[4214],-1.12212,0.000123732,0.0063295,0.00643144,-1.1326,-1.12204,-1.11193,2670.4,2990.36,4.96237,1.00027
log_lik[4215],-1.25449,0.00022106,0.0109695,0.010801,-1.27262,-1.25437,-1.23621,2497.53,2773.94,4.64112,1.00113
log_lik[4216],-0.902754,0.000126813,0.00656408,0.00667238,-0.913596,-0.902639,-0.892189,2734.36,2995.72,5.08122,1.00047
log_lik[4217],-1.49163,0.000115803,0.00587475,0.00595353,-1.50142,-1.49154,-1.48215,2629.24,2965.66,4.88587,1.00024
log_lik[4218],-1.49163,0.000115803,0.00587475,0.00595353,-1.50142,-1.49154,-1.48215,2629.24,2965.66,4.88587,1.00024
log_lik[4219],-0.819284,0.000158154,0.00794248,0.00777917,-0.832597,-0.819324,-0.806286,2556.12,2775.43,4.75,1.00114
log_lik[4220],-2.08499,0.000258031,0.0126242,0.0124974,-2.10596,-2.08477,-2.06385,2427.3,2733.58,4.51062,1.0011
log_lik[4221],-3.05427,7.45087e-05,0.00376965,0.00382266,-3.06064,-3.05416,-3.04828,2624.97,2989.05,4.87793,1.00023
log_lik[4222],-0.530791,0.00015505,0.00893557,0.00880274,-0.545932,-0.530649,-0.516137,3360.67,3464.99,6.24508,1.00155
log_lik[4223],-0.830362,0.000127341,0.00663188,0.00673322,-0.841321,-0.830246,-0.819679,2768.41,2995.12,5.14449,1.00057
log_lik[4224],-0.942065,0.00019936,0.0101569,0.00988817,-0.958812,-0.941942,-0.925196,2634.61,2891.59,4.89585,1.00145
log_lik[4225],-0.891848,0.000157117,0.00785555,0.00776005,-0.905025,-0.891883,-0.87899,2534.97,2734.8,4.7107,1.00117
log_lik[4226],-1.49163,0.000115803,0.00587475,0.00595353,-1.50142,-1.49154,-1.48215,2629.24,2965.66,4.88587,1.00024
log_lik[4227],-0.468154,0.000155559,0.00821018,0.00808094,-0.481879,-0.468223,-0.454645,2823.47,3126.33,5.24681,1.00148
log_lik[4228],-0.942065,0.00019936,0.0101569,0.00988817,-0.958812,-0.941942,-0.925196,2634.61,2891.59,4.89585,1.00145
log_lik[4229],-0.891848,0.000157117,0.00785555,0.00776005,-0.905025,-0.891883,-0.87899,2534.97,2734.8,4.7107,1.00117
log_lik[4230],-1.04871,0.000124961,0.00641212,0.00651254,-1.05931,-1.04863,-1.0384,2687.1,2970.78,4.99339,1.0003
log_lik[4231],-1.03815,0.000154155,0.00765916,0.0075391,-1.05104,-1.03818,-1.02561,2503.57,2754.0,4.65235,1.00119
log_lik[4232],-2.08628,0.000100559,0.00508491,0.00515389,-2.09477,-2.08617,-2.07809,2615.72,2989.05,4.86075,1.00025
log_lik[4233],-1.02128,0.000205654,0.0103794,0.010142,-1.03842,-1.0212,-1.00409,2584.03,2838.09,4.80186,1.00131
log_lik[4234],-1.41751,0.000117554,0.00596967,0.00604968,-1.42745,-1.41743,-1.40786,2635.11,2943.09,4.89678,1.00023
log_lik[4235],-1.33359,0.000146015,0.00720728,0.0071365,-1.3458,-1.33361,-1.32179,2472.36,2743.33,4.59435,1.00107
log_lik[4236],-1.61878,0.000190148,0.0095747,0.00969413,-1.63443,-1.61883,-1.60303,2582.25,3062.34,4.79855,1.00025
log_lik[4237],-3.94802,5.03412e-05,0.00255352,0.00258966,-3.9524,-3.94789,-3.94404,2654.0,2947.26,4.93189,1.00022
log_lik[4238],-0.861897,0.000192311,0.00992059,0.00968772,-0.878323,-0.861749,-0.845435,2701.25,3019.06,5.01969,1.00167
log_lik[4239],-1.4821,0.000141319,0.00696409,0.00686985,-1.49389,-1.48211,-1.47075,2463.78,2733.43,4.5784,1.00107
log_lik[4240],-1.18553,0.000150357,0.00744065,0.00736719,-1.19812,-1.18555,-1.17333,2484.16,2743.66,4.61628,1.00107
log_lik[4241],-1.18553,0.000150357,0.00744065,0.00736719,-1.19812,-1.18555,-1.17333,2484.16,2743.66,4.61628,1.00107
log_lik[4242],-1.4078,0.000143702,0.00708667,0.00700291,-1.4198,-1.40782,-1.39623,2467.69,2733.43,4.58567,1.00107
log_lik[4243],-0.446973,0.00014396,0.00877694,0.00866234,-0.461718,-0.446877,-0.432825,3661.29,3505.49,6.80372,1.00162
log_lik[4244],-1.33114,0.000225342,0.0111451,0.0110389,-1.34954,-1.33098,-1.31248,2480.11,2723.79,4.60875,1.00107
log_lik[4245],-2.4412,0.000214814,0.010757,0.0108578,-2.45882,-2.44127,-2.42353,2551.93,3013.66,4.74221,1.00027
log_lik[4246],-1.55647,0.000138879,0.00683991,0.00675057,-1.56805,-1.55647,-1.54534,2461.02,2733.43,4.57328,1.00107
log_lik[4247],-0.891848,0.000157117,0.00785555,0.00776005,-0.905025,-0.891883,-0.87899,2534.97,2734.8,4.7107,1.00117
log_lik[4248],-1.33114,0.000225342,0.0111451,0.0110389,-1.34954,-1.33098,-1.31248,2480.11,2723.79,4.60875,1.00107
log_lik[4249],-2.38405,9.25972e-05,0.0046815,0.00473839,-2.39189,-2.38393,-2.37653,2616.92,2989.05,4.86299,1.00024
log_lik[4250],-0.747252,0.000158803,0.00802001,0.00784542,-0.760653,-0.747274,-0.734076,2587.48,2926.38,4.80826,1.0012
log_lik[4251],-1.86307,0.000106438,0.00538515,0.00546687,-1.87205,-1.86296,-1.85439,2617.36,2989.05,4.86379,1.00025
log_lik[4252],-1.33114,0.000225342,0.0111451,0.0110389,-1.34954,-1.33098,-1.31248,2480.11,2723.79,4.60875,1.00107
log_lik[4253],-1.49163,0.000115803,0.00587475,0.00595353,-1.50142,-1.49154,-1.48215,2629.24,2965.66,4.88587,1.00024
log_lik[4254],-1.4078,0.000143702,0.00708667,0.00700291,-1.4198,-1.40782,-1.39623,2467.69,2733.43,4.58567,1.00107
log_lik[4255],-1.18553,0.000150357,0.00744065,0.00736719,-1.19812,-1.18555,-1.17333,2484.16,2743.66,4.61628,1.00107
log_lik[4256],-0.530791,0.00015505,0.00893557,0.00880274,-0.545932,-0.530649,-0.516137,3360.67,3464.99,6.24508,1.00155
log_lik[4257],-0.819284,0.000158154,0.00794248,0.00777917,-0.832597,-0.819324,-0.806286,2556.12,2775.43,4.75,1.00114
log_lik[4258],-1.19575,0.000122351,0.00624338,0.00635405,-1.2061,-1.19565,-1.18565,2657.79,2943.64,4.93893,1.00022
log_lik[4259],-1.11173,0.00015234,0.00755216,0.00748098,-1.12448,-1.11176,-1.09936,2493.35,2743.84,4.63335,1.00106
log_lik[4260],-1.70536,0.000133873,0.00658797,0.00649534,-1.71652,-1.70535,-1.69467,2457.03,2733.43,4.56585,1.00108
log_lik[4261],-1.25449,0.00022106,0.0109695,0.010801,-1.27262,-1.25437,-1.23621,2497.53,2773.94,4.64112,1.00113
log_lik[4262],-3.57562,6.0407e-05,0.00305995,0.00310353,-3.58082,-3.5755,-3.5708,2640.76,2943.09,4.90728,1.00022
log_lik[4263],-1.93518,0.000252267,0.0123503,0.0122323,-1.95566,-1.93498,-1.91447,2429.99,2733.58,4.51561,1.00109
log_lik[4264],-0.195038,0.000193185,0.0119309,0.0117435,-0.214273,-0.195139,-0.174982,3831.18,3026.78,7.11942,1.00051
log_lik[4265],-1.09967,0.000211301,0.0105881,0.0103823,-1.11716,-1.09954,-1.08208,2546.51,2774.73,4.73213,1.0011
log_lik[4266],-1.33359,0.000146015,0.00720728,0.0071365,-1.3458,-1.33361,-1.32179,2472.36,2743.33,4.59435,1.00107
log_lik[4267],-1.56583,0.000113999,0.00577855,0.00586376,-1.57546,-1.56573,-1.55652,2625.21,2989.05,4.87839,1.00024
log_lik[4268],-1.18553,0.000150357,0.00744065,0.00736719,-1.19812,-1.18555,-1.17333,2484.16,2743.66,4.61628,1.00107
log_lik[4269],-0.819284,0.000158154,0.00794248,0.00777917,-0.832597,-0.819324,-0.806286,2556.12,2775.43,4.75,1.00114
log_lik[4270],-0.891848,0.000157117,0.00785555,0.00776005,-0.905025,-0.891883,-0.87899,2534.97,2734.8,4.7107,1.00117
log_lik[4271],-0.964832,0.000155764,0.00776067,0.00764241,-0.977837,-0.96488,-0.952129,2517.31,2734.57,4.67788,1.00121
log_lik[4272],-0.536042,0.000157477,0.00818206,0.00800941,-0.54976,-0.536103,-0.522589,2737.92,2994.71,5.08783,1.00172
log_lik[4273],-0.675896,0.000158977,0.00808663,0.00788037,-0.689379,-0.675917,-0.66263,2623.96,2914.51,4.87606,1.00132
log_lik[4274],-1.70989,0.000243155,0.011926,0.011795,-1.72967,-1.70971,-1.68987,2438.83,2733.54,4.53204,1.00109
log_lik[4275],-0.964832,0.000155764,0.00776067,0.00764241,-0.977837,-0.96488,-0.952129,2517.31,2734.57,4.67788,1.00121
log_lik[4276],-1.40741,0.000229318,0.0113126,0.0112097,-1.42611,-1.40724,-1.38844,2467.46,2713.95,4.58524,1.00108
log_lik[4277],-3.72458,5.63794e-05,0.0028573,0.00289885,-3.72945,-3.72446,-3.7201,2645.45,2943.09,4.91599,1.00022
log_lik[4278],-1.33359,0.000146015,0.00720728,0.0071365,-1.3458,-1.33361,-1.32179,2472.36,2743.33,4.59435,1.00107
log_lik[4279],-1.64008,0.000112153,0.00568131,0.00576642,-1.64955,-1.63998,-1.63092,2622.71,2989.05,4.87374,1.00023
log_lik[4280],-1.25449,0.00022106,0.0109695,0.010801,-1.27262,-1.25437,-1.23621,2497.53,2773.94,4.64112,1.00113
log_lik[4281],-3.70766,0.000249393,0.0124914,0.0126193,-3.72815,-3.70771,-3.68718,2551.9,3013.66,4.74216,1.00027
log_lik[4282],-3.20565,0.000298858,0.0146089,0.014456,-3.22997,-3.20538,-3.18126,2422.92,2733.58,4.50246,1.0011
log_lik[4283],-3.19764,8.11027e-05,0.00399175,0.00393793,-3.20454,-3.19754,-3.19131,2459.45,2733.43,4.57035,1.00107
log_lik[4284],-3.72019,6.24673e-05,0.00307907,0.00302569,-3.72561,-3.72006,-3.71539,2468.51,2733.52,4.5872,1.00107
log_lik[4285],-3.34694,7.57757e-05,0.00373084,0.00367514,-3.35341,-3.34683,-3.34104,2462.02,2733.52,4.57513,1.00107
log_lik[4286],-3.12299,8.37666e-05,0.00412223,0.004069,-3.13011,-3.1229,-3.11644,2458.74,2733.43,4.56903,1.00107
log_lik[4287],-2.67512,9.97437e-05,0.00490512,0.00484491,-2.68352,-2.67506,-2.66725,2455.25,2733.54,4.56254,1.00107
log_lik[4288],-5.64413,0.000301924,0.0151348,0.0153164,-5.66899,-5.64415,-5.61937,2555.13,3013.66,4.74815,1.00027
log_lik[4289],-3.87754,0.000322939,0.0157876,0.0156212,-3.90385,-3.87723,-3.85121,2423.35,2733.58,4.50327,1.0011
log_lik[4290],-4.84177,2.62889e-05,0.00134394,0.00133323,-4.84419,-4.84162,-4.83981,2739.48,2970.97,5.09073,1.00037
log_lik[4291],-3.50114,6.24213e-05,0.0031613,0.00320761,-3.50651,-3.50102,-3.49615,2637.82,2943.09,4.90181,1.00022
log_lik[4292],-3.13099,0.000296178,0.0144778,0.0143267,-3.15509,-3.13072,-3.10682,2422.93,2733.58,4.50249,1.0011
log_lik[4293],-3.04834,8.64305e-05,0.00425272,0.00420287,-3.05567,-3.04826,-3.04157,2458.38,2733.43,4.56838,1.00107
log_lik[4294],-3.55869,0.00024535,0.012288,0.0124123,-3.57885,-3.55874,-3.53854,2551.73,3013.66,4.74185,1.00027
log_lik[4295],-3.57089,6.77884e-05,0.00333966,0.00328544,-3.57673,-3.57077,-3.56565,2465.73,2733.52,4.58203,1.00107
log_lik[4296],-5.27173,0.000291823,0.0146264,0.0147961,-5.29575,-5.27176,-5.2478,2554.29,3013.66,4.7466,1.00027
log_lik[4297],-4.61833,3.2275e-05,0.00164488,0.0016465,-4.62123,-4.61818,-4.61587,2703.33,2970.85,5.02355,1.00025
log_lik[4298],-3.64554,6.51273e-05,0.00320934,0.00315475,-3.65117,-3.64542,-3.64052,2466.74,2733.52,4.58391,1.00107
log_lik[4299],-2.67512,9.97437e-05,0.00490512,0.00484491,-2.68352,-2.67506,-2.66725,2455.25,2733.54,4.56254,1.00107
log_lik[4300],-4.09344,4.91867e-05,0.00242869,0.00237557,-4.09777,-4.0933,-4.08973,2479.41,2743.33,4.60745,1.00114
log_lik[4301],-2.98166,0.000290813,0.0142155,0.0140676,-3.00532,-2.9814,-2.95792,2423.02,2733.58,4.50265,1.0011
log_lik[4302],-2.89905,9.17575e-05,0.00451371,0.00445744,-2.90681,-2.89897,-2.89184,2456.76,2733.43,4.56536,1.00107
log_lik[4303],-4.54385,3.42764e-05,0.00174551,0.00175199,-4.54691,-4.54371,-4.54123,2695.25,2970.85,5.00855,1.00024
log_lik[4304],-2.15272,0.000118298,0.00581628,0.00573655,-2.16262,-2.15268,-2.14332,2453.89,2733.54,4.56003,1.00107
log_lik[4305],-4.32041,4.02915e-05,0.00204802,0.00207045,-4.32398,-4.32029,-4.31728,2674.39,2947.93,4.96978,1.00022
log_lik[4306],-2.38405,9.25972e-05,0.0046815,0.00473839,-2.39189,-2.38393,-2.37653,2616.92,2989.05,4.86299,1.00024
log_lik[4307],-3.13099,0.000296178,0.0144778,0.0143267,-3.15509,-3.13072,-3.10682,2422.93,2733.58,4.50249,1.0011
log_lik[4308],-4.17145,4.43086e-05,0.00225006,0.00227787,-4.17534,-4.17133,-4.16799,2664.15,2947.63,4.95075,1.00022
log_lik[4309],-3.20565,0.000298858,0.0146089,0.014456,-3.22997,-3.20538,-3.18126,2422.92,2733.58,4.50246,1.0011
log_lik[4310],-5.42069,0.000295864,0.0148298,0.0150058,-5.44504,-5.42072,-5.39643,2554.65,3013.66,4.74726,1.00027
log_lik[4311],-5.94205,0.000310005,0.0155414,0.0157264,-5.96758,-5.94206,-5.91663,2555.45,3013.66,4.74876,1.00027
log_lik[4312],-3.85662,0.000253436,0.0126948,0.0128292,-3.87744,-3.85667,-3.83581,2552.22,3013.66,4.74276,1.00027
log_lik[4313],-2.30939,0.000266417,0.0130276,0.0128963,-2.33103,-2.30917,-2.2876,2424.17,2733.58,4.5048,1.0011
log_lik[4314],-2.15982,0.000260854,0.0127595,0.0126334,-2.18102,-2.1596,-2.13846,2425.89,2733.58,4.50799,1.0011
log_lik[4315],-4.61833,3.2275e-05,0.00164488,0.0016465,-4.62123,-4.61818,-4.61587,2703.33,2970.85,5.02355,1.00025
log_lik[4316],-2.68191,8.45723e-05,0.00427656,0.00432541,-2.68909,-2.68179,-2.67507,2619.95,2989.05,4.86862,1.00024
log_lik[4317],-4.69281,3.02764e-05,0.00154439,0.00153916,-4.69555,-4.69266,-4.69051,2713.13,2970.85,5.04176,1.00025
log_lik[4318],-3.65358,0.000314916,0.0153948,0.0152328,-3.67923,-3.65328,-3.6279,2423.21,2733.58,4.50302,1.0011
log_lik[4319],-2.75638,8.25614e-05,0.00417521,0.00422319,-2.7634,-2.75626,-2.74971,2620.62,2989.05,4.86985,1.00024
log_lik[4320],-3.42962,0.00030689,0.0150019,0.0148443,-3.4546,-3.42933,-3.40459,2423.04,2733.58,4.5027,1.0011
log_lik[4321],-3.12299,8.37666e-05,0.00412223,0.004069,-3.13011,-3.1229,-3.11644,2458.74,2733.43,4.56903,1.00107
log_lik[4322],-4.75038,0.000277681,0.0139148,0.0140757,-4.77322,-4.75042,-4.7276,2553.53,3013.66,4.74519,1.00027
log_lik[4323],-3.72019,6.24673e-05,0.00307907,0.00302569,-3.72561,-3.72006,-3.71539,2468.51,2733.52,4.5872,1.00107
log_lik[4324],-4.45246,0.0002696,0.0135081,0.0136599,-4.47463,-4.4525,-4.43033,2553.15,3013.66,4.74448,1.00027
log_lik[4325],-3.42159,7.31126e-05,0.00360041,0.00354378,-3.42785,-3.42148,-3.41591,2462.76,2733.52,4.57651,1.00107
log_lik[4326],-3.57089,6.77884e-05,0.00333966,0.00328544,-3.57673,-3.57077,-3.56565,2465.73,2733.52,4.58203,1.00107
log_lik[4327],-3.72823,0.000317591,0.0155257,0.0153623,-3.7541,-3.72793,-3.70234,2423.22,2733.58,4.50304,1.0011
log_lik[4328],-2.89905,9.17575e-05,0.00451371,0.00445744,-2.90681,-2.89897,-2.89184,2456.76,2733.43,4.56536,1.00107
log_lik[4329],-3.04834,8.64305e-05,0.00425272,0.00420287,-3.05567,-3.04826,-3.04157,2458.38,2733.43,4.56838,1.00107
log_lik[4330],-4.09344,4.91867e-05,0.00242869,0.00237557,-4.09777,-4.0933,-4.08973,2479.41,2743.33,4.60745,1.00114
log_lik[4331],-2.8244,9.44205e-05,0.0046442,0.0045888,-2.83238,-2.82433,-2.81698,2456.15,2733.43,4.56423,1.00107
log_lik[4332],-4.39489,3.8285e-05,0.0019471,0.00196741,-4.39829,-4.39476,-4.39192,2680.62,2970.85,4.98136,1.00024
log_lik[4333],-2.68297,0.000280044,0.0136897,0.0135458,-2.70573,-2.68272,-2.66009,2423.19,2733.58,4.50297,1.0011
log_lik[4334],-3.12299,8.37666e-05,0.00412223,0.004069,-3.13011,-3.1229,-3.11644,2458.74,2733.43,4.56903,1.00107
log_lik[4335],-5.34621,0.000293843,0.0147281,0.0149009,-5.3704,-5.34624,-5.32212,2554.51,3013.66,4.747,1.00027
log_lik[4336],-3.70766,0.000249393,0.0124914,0.0126193,-3.72815,-3.70771,-3.68718,2551.9,3013.66,4.74216,1.00027
log_lik[4337],-3.19764,8.11027e-05,0.00399175,0.00393793,-3.20454,-3.19754,-3.19131,2459.45,2733.43,4.57035,1.00107
log_lik[4338],-3.34694,7.57757e-05,0.00373084,0.00367514,-3.35341,-3.34683,-3.34104,2462.02,2733.52,4.57513,1.00107
log_lik[4339],-3.27229,7.8439e-05,0.00386128,0.00380635,-3.27898,-3.27219,-3.26617,2460.95,2733.43,4.57315,1.00107
log_lik[4340],-4.39489,3.8285e-05,0.0019471,0.00196741,-4.39829,-4.39476,-4.39192,2680.62,2970.85,4.98136,1.00024
log_lik[4341],-3.27771,6.84651e-05,0.00346544,0.00351028,-3.28358,-3.27759,-3.27222,2631.21,2943.09,4.88953,1.00023
log_lik[4342],-2.00352,0.000123548,0.00607516,0.00599489,-2.01386,-2.0035,-1.9937,2454.57,2733.54,4.56128,1.00107
log_lik[4343],-4.32041,4.02915e-05,0.00204802,0.00207045,-4.32398,-4.32029,-4.31728,2674.39,2947.93,4.96978,1.00022
log_lik[4344],-3.13099,0.000296178,0.0144778,0.0143267,-3.15509,-3.13072,-3.10682,2422.93,2733.58,4.50249,1.0011
log_lik[4345],-3.50114,6.24213e-05,0.0031613,0.00320761,-3.50651,-3.50102,-3.49615,2637.82,2943.09,4.90181,1.00022
log_lik[4346],-3.65358,0.000314916,0.0153948,0.0152328,-3.67923,-3.65328,-3.6279,2423.21,2733.58,4.50302,1.0011
log_lik[4347],-2.74976,9.70826e-05,0.00477467,0.00471645,-2.75795,-2.74969,-2.74211,2455.8,2733.43,4.56357,1.00107
log_lik[4348],-5.56965,0.000299904,0.0150331,0.0152138,-5.59434,-5.56967,-5.54506,2555.02,3013.66,4.74796,1.00027
log_lik[4349],-4.2508,0.000336306,0.0164421,0.0162712,-4.2782,-4.25047,-4.22339,2423.61,2733.58,4.50376,1.0011
log_lik[4350],-3.12299,8.37666e-05,0.00412223,0.004069,-3.13011,-3.1229,-3.11644,2458.74,2733.43,4.56903,1.00107
log_lik[4351],-4.91625,2.43017e-05,0.00124407,0.00123375,-4.9185,-4.9161,-4.91446,2757.23,2970.97,5.12371,1.0004
log_lik[4352],-2.89905,9.17575e-05,0.00451371,0.00445744,-2.90681,-2.89897,-2.89184,2456.76,2733.43,4.56536,1.00107
log_lik[4353],-3.65358,0.000314916,0.0153948,0.0152328,-3.67923,-3.65328,-3.6279,2423.21,2733.58,4.50302,1.0011
log_lik[4354],-3.42666,6.44358e-05,0.00326267,0.00330716,-3.4322,-3.42655,-3.42151,2635.55,2943.09,4.89761,1.00022
log_lik[4355],-5.66104,5.72969e-06,0.000316567,0.000215941,-5.6617,-5.66095,-5.66074,3625.6,3222.54,6.7374,0.999882
log_lik[4356],-2.89905,9.17575e-05,0.00451371,0.00445744,-2.90681,-2.89897,-2.89184,2456.76,2733.43,4.56536,1.00107
log_lik[4357],-4.39204,3.86041e-05,0.00191041,0.0018471,-4.39552,-4.39189,-4.38921,2492.14,2723.3,4.6311,1.0013
log_lik[4358],-2.97369,8.90941e-05,0.00438322,0.00433008,-2.98124,-2.97362,-2.96671,2457.55,2733.43,4.56682,1.00107
log_lik[4359],-3.12299,8.37666e-05,0.00412223,0.004069,-3.13011,-3.1229,-3.11644,2458.74,2733.43,4.56903,1.00107
log_lik[4360],-3.28031,0.000301536,0.0147399,0.0145854,-3.30485,-3.28003,-3.25571,2423.0,2733.58,4.50263,1.0011
log_lik[4361],-3.12299,8.37666e-05,0.00412223,0.004069,-3.13011,-3.1229,-3.11644,2458.74,2733.43,4.56903,1.00107
log_lik[4362],-4.69281,3.02764e-05,0.00154439,0.00153916,-4.69555,-4.69266,-4.69051,2713.13,2970.85,5.04176,1.00025
log_lik[4363],-4.15454,0.000261518,0.0131015,0.0132455,-4.17604,-4.15458,-4.13307,2552.45,3013.66,4.74317,1.00027
log_lik[4364],-3.35218,6.64504e-05,0.00336405,0.0034079,-3.35789,-3.35207,-3.34686,2633.64,2943.09,4.89406,1.00023
log_lik[4365],-3.34694,7.57757e-05,0.00373084,0.00367514,-3.35341,-3.34683,-3.34104,2462.02,2733.52,4.57513,1.00107
